TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2017-10-12 14:57:37.431,1.480182556410788,1.767263707789672,0,1.702764056306212,0.9772473991808006,0.3169523979262412,0,1.549397514747806,0.8959462271714297,0.5676524273673994,0,1.129730611091111,0.7935171429966116,0.2508928571402906,0,0.7573311515196459,0.761615648340252,-0.06394079592356589,0,0.2715112314611227,801.8315018315019,818.7545787545788,815.1282051282052,813.5164835164835,877.1794871794872,-0.039856,0.143005,0.986877,-1.308441,1.801910,2.033691,1,1,1,1,1,5.234375
2017-10-12 14:57:37.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:38.431,1.480182556410788,1.89689943070042,0,1.702764056306212,0.9772473991808006,1.105213361856894,0,1.549397514747806,0.8959462271714297,1.018942314949479,0,1.129730611091111,0.7935171429966116,0.3136326113895546,0,0.7573311515196459,0.761615648340252,-0.2249141109625311,0,0.2715112314611227,822.3809523809524,755.0915750915751,811.5018315018315,848.5714285714286,903.7728937728938,-0.036194,0.143433,0.992249,-0.478516,2.512207,2.534637,1,2,1,1,2,5.234375
2017-10-12 14:57:39.442,1.168087641127808,1.777290173785422,0.9919815655851315,0.5526351804225934,0.302584600094056,1.139254120493452,0.5814678595635367,0.386846241149395,0.5771532359695734,0.9827607214481996,0.7572500743106763,0.9061333917291693,0.6089161499154601,0.4931464901196471,0.3414889767543732,-0.01053364987596474,0.5187608164837688,-0.2219285588500826,-0.1267394710845494,-0.01117746734838117,836.4835164835165,804.2490842490843,811.0989010989011,848.1684981684982,844.1391941391942,-0.026184,0.141418,0.988403,-0.508423,1.891632,2.063599,1,1,1,1,1,5.234375
2017-10-12 14:57:40.431,1.298930417865183,1.388386247344307,1.567590443624541,0.9562884890884547,0.4250732631373391,0.9149298299729602,0.6925645780678619,0.1564005291155459,1.025796924635068,0.9360043397227876,1.494984747876303,0.8190844025208495,0.6105997642313771,0.4415059797811009,0.7207908358593208,0.1198630486074214,0.4597186264282102,-0.1287752919127064,0.1660918133067551,0.03290645390197781,832.0512820512821,782.893772893773,800.6227106227107,834.0659340659341,902.5641025641025,-0.021118,0.143494,0.990234,-0.979462,2.945862,2.729034,1,1,1,1,1,5.234375
2017-10-12 14:57:41.431,1.132766420755677,1.207102863426151,1.908871058807972,0.9987838040655542,0.2949401706560426,0.343694099351281,0.9647611613361019,0.3171876404771827,1.014227523939905,0.2183533606705454,1.494984747876303,0.8308807216976697,0.3866606471318837,0.1103757352472761,1.038074034765422,0.2102181720553735,0.711272788782185,-0.30057374517098,0.4039766271325549,-0.01946876097237114,874.7619047619048,804.6520146520147,861.0622710622711,884.8351648351648,918.2783882783883,-0.025513,0.141174,0.987732,-0.545807,2.848663,2.145844,1,1,1,1,1,5.234375
2017-10-12 14:57:41.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:42.431,0.5211414190400885,0.9208633308698145,1.962793615106592,0.4385003793100653,0.1599665339431026,-0.04930064453582427,1.016889868847676,0.2128119729692668,0.2579228979832616,0.09298663909267747,1.494984747876303,0.5459900169397247,0.1491381897406544,0.03769376617405211,1.104553268913904,0.2998543684029041,0.8414662249202022,-0.2399228185119601,0.4559687577449437,-0.07423353445627826,837.2893772893773,818.3516483516484,937.2161172161173,850.1831501831502,859.4505494505495,-0.009460,0.136475,0.986633,-0.695343,1.226196,1.764526,1,1,1,1,1,5.218750
2017-10-12 14:57:43.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:43.430,0.5782393001977071,1.513600129599184,1.962793615106592,0.4166629766539646,0.4570082053719811,0.5341324048230784,1.016889868847676,0.2272565181271573,0.521279090912114,0.4474647647925181,1.494984747876303,0.7006774734982115,0.3608629020557968,0.222667065587392,1.104553268913904,0.1347136243645126,0.45325864793693,-0.5386758456274342,0.4559687577449437,0.06821637893075762,881.6117216117217,842.1245421245421,779.6703296703297,885.6410256410256,887.2527472527473,-0.009827,0.134583,0.991943,0.216827,3.843079,2.243042,1,1,1,4,1,5.218750
2017-10-12 14:57:44.431,0.6080603043857686,1.281518268428445,1.962793615106592,0.5662148600020783,0.2928294469282813,0.30142743227714,1.016889868847676,0.3623967034180778,0.5970827656620568,0.6492079958400062,1.494984747876303,0.8828860994988442,0.3385231774687376,0.3986625021381306,1.104553268913904,0.2292132263609089,0.4008369922299031,-0.1569209973369171,0.4559687577449437,0.1108962155450806,833.2600732600733,863.0769230769231,908.2051282051282,846.5567765567765,924.3223443223443,-0.008545,0.142273,0.989075,0.142059,3.544006,1.734619,1,1,1,4,1,5.218750
2017-10-12 14:57:45.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:45.431,0.6940554109211502,1.394520181459615,1.962793615106592,0.5095384937275023,0.7574354843993898,0.8896244339426981,1.016889868847676,0.2296901355071942,0.7715799663467344,0.9562240946523338,1.494984747876303,0.9449256733174127,0.6078865736500791,0.2134043499516604,1.104553268913904,0.2697007378674343,0.5049955411492042,-0.1189198224349267,0.4559687577449437,0.2297402978329272,831.6483516483516,869.1208791208792,867.5091575091575,841.7216117216118,888.0586080586081,-0.019714,0.146790,0.989258,-0.635529,3.416901,2.542114,1,1,1,1,1,5.218750
2017-10-12 14:57:46.430,1.004223340245553,1.50576549974794,1.962793615106592,0.9059386445565383,0.8034996746459567,0.9496693419621463,1.016889868847676,0.5604806410828908,0.7688428145541663,0.9283891516083773,1.494984747876303,0.534187086728659,0.5056223455033633,0.180438246924275,1.104553268913904,0.3706535515727057,0.4532608113850992,-0.1767505273618903,0.4559687577449437,0.1492068354423879,847.3626373626374,859.047619047619,832.0512820512821,853.8095238095239,897.7289377289378,-0.016113,0.144287,0.992493,-0.568237,1.555176,2.123413,1,1,1,1,1,5.218750
2017-10-12 14:57:47.431,1.019192023354003,0.8975936976798149,1.771750074475551,0.9077448115511622,0.7662340508652811,0.3691682355983392,1.045138683908962,0.5603840759779338,0.9496043438697881,0.548876673130424,1.407330068741973,0.8831927616621758,0.6163773522046631,0.2695312903211324,0.6403237132874344,0.2794680697495809,0.4853941582868048,-0.2483223382660678,0.05639842704600447,0.0434171029270112,835.2747252747253,830.4395604395604,811.5018315018315,836.4835164835165,933.1868131868132,-0.019531,0.140503,0.987915,-1.166382,2.743988,1.719666,1,1,1,1,1,5.218750
2017-10-12 14:57:48.431,1.390166081924749,0.9666871443421062,1.487629542000726,0.6624737145186557,0.9844027801464307,0.2343031553791155,0.9524484890709884,0.5947679917501818,1.176568357306299,0.4785649962414912,1.41999343320809,0.8580271245490634,0.7974592324640256,0.3030529515070113,0.5546875244496587,0.147333051670252,0.5534866709910917,-0.2135060254464822,-0.09594676814478846,-0.1483773173642231,826.8131868131868,846.5567765567765,836.4835164835165,844.1391941391942,835.2747252747253,-0.017395,0.139282,0.988159,-0.807495,1.958923,2.041168,1,1,1,1,1,5.218750
2017-10-12 14:57:49.430,1.083000441182025,0.8357917525805747,1.193956609000121,0.9693129776166329,0.5561962303273558,0.7317314359188213,0.6343243781287599,0.5851273096247329,0.7679729638801845,0.5655078093063445,0.5939668022644397,0.945565071822309,0.3913638461251266,0.4010900692996029,0.4002895848310795,0.1480098368697399,0.5267136179529094,0.07319140191960825,-0.2573261926083198,-0.1318649580368684,804.2490842490843,870.3296703296703,855.8241758241759,842.1245421245421,900.1465201465202,-0.016541,0.146912,0.990662,-0.523376,2.347717,2.661743,1,1,1,1,1,5.218750
2017-10-12 14:57:50.444,1.273420870850581,0.8208557188632208,1.330996208226611,0.3885606423287871,1.151956485109024,0.6499620553077082,0.8433511960971639,0.5710211742396205,1.618298109422228,0.7372153957017694,0.8561224862952248,1.1545272069794,0.5486322713603866,0.4944993545329918,0.4402845928953031,0.1919510548501985,0.4696229643008167,0.07835720308631772,-0.117184323826278,0.02556714472782616,837.6923076923077,846.5567765567765,841.3186813186813,845.3479853479854,895.3113553113553,-0.016968,0.153076,0.990540,-0.067291,3.162689,2.437439,1,1,1,1,1,5.218750
2017-10-12 14:57:51.443,1.407170589398188,1.068599817862197,1.408877932541304,0.55210977669679,1.179973312570724,0.5911869150318877,1.054204290891063,0.6430453006666556,1.618298109422228,1.068499072191543,1.24102130028403,1.120868967946967,0.5807487809574057,0.6018506222197851,0.4842289919785937,0.1223948809242513,0.4356735923961473,-0.1484247061590602,0.004653963672810517,-0.03344701473546569,782.893772893773,865.4945054945056,830.4395604395604,817.1428571428571,838.901098901099,-0.015747,0.146545,0.990234,-0.059814,2.280426,2.557068,1,1,1,1,1,5.218750
2017-10-12 14:57:51.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:52.210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:52.430,1.262674708907564,1.303951448763096,1.559075449437214,1.249466408236501,0.6951721889648967,0.8055753754201793,0.7469732424696217,0.6809771697293058,0.6768501381493485,1.072113015189733,1.215716300746591,0.9433728218680004,0.4274367801733412,0.7020325018323234,0.3732583982592129,0.1424423809013236,0.4727051636394972,-0.01800346640112376,-0.1026363128325607,-0.09210559600625097,840.9157509157509,849.3772893772895,834.0659340659341,859.4505494505495,916.2637362637363,-0.008301,0.145569,0.990967,-0.785065,2.041168,2.130890,1,1,1,1,1,5.187500
2017-10-12 14:57:53.430,1.309423194716321,1.427529671339463,1.611003230361264,1.500030954987157,0.8271464102998614,0.8852290487942006,0.8379263057497248,0.9348738683881826,0.629995515250771,0.8610180576225964,0.9786274002310842,0.9433728218680004,0.5105552381168141,0.6007745256124196,0.4819449159166763,0.1939540025707672,0.5034055178387919,-0.1111757410159843,0.07456498780503058,-0.2415977230285936,804.2490842490843,819.5604395604396,841.3186813186813,838.0952380952381,884.8351648351648,-0.008362,0.142639,0.991089,-0.441132,2.811279,2.138367,1,1,1,1,1,5.187500
2017-10-12 14:57:53.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:57:54.441,1.676480868886776,1.03530752002734,1.401642721723246,0.584658166453355,1.141068393695944,0.9929518352267632,0.8469442606927321,0.4043150027109954,0.7169825751962708,0.91958999574353,0.9374051907853109,0.5951142668048071,0.6481705758704672,0.6985305347789642,0.647115948634495,0.3679721429197272,0.3629935662812977,-0.007807263921771396,0.02746788272747371,-0.1151714001446007,850.989010989011,842.5274725274726,848.5714285714286,843.7362637362637,848.974358974359,-0.022461,0.145203,0.991760,-0.770111,2.272949,2.407532,1,1,1,1,1,5.187500
2017-10-12 14:57:55.431,0.6930293354947786,0.9391804681101756,0.8828465985286997,0.3157608078714117,0.07116025981059876,0.8370138669051586,0.6194773136125702,0.04452723830375674,0.3944555441871222,0.9352951624063917,0.8136113611016971,0.7243355756957311,0.4850440527119703,0.6704948782148517,0.3600939300229373,0.1946928984435041,0.2353022835456666,-0.2018919086962514,-0.1461495048743518,-0.009705588888559392,836.4835164835165,853.8095238095239,839.7069597069598,847.7655677655678,853.4065934065934,-0.019226,0.144531,0.991943,-0.702820,2.340240,2.063599,1,1,1,1,1,5.187500
2017-10-12 14:57:56.431,1.052114397657509,1.02929106334989,0.8757405808859817,0.1726030981505592,0.3631441283899902,0.3622994953424224,0.4289046621497958,0.136150911801462,0.7192740267714853,0.6415630188286121,0.81149329821864,1.045444639795363,0.3844357808776256,0.3726475391688251,0.2893954861079686,0.1404228861268303,0.4724106766462315,-0.1137633069730762,-0.228652091176591,-0.1674322072998704,833.6630036630037,844.1391941391942,821.5750915750916,839.3040293040293,925.934065934066,-0.012024,0.143250,0.991455,-0.740204,1.667328,2.220612,1,1,1,1,1,5.187500
2017-10-12 14:57:57.435,0.5000491135998071,0.6986439163165578,1.57963356405579,0.3328531339541754,0.2355917612697763,0.413352289384282,0.6434877408132341,0.4035817241858871,0.8495980216374726,0.5270885712431538,0.7414470127089375,1.099197842935155,0.4724032065189624,0.3247649991115774,0.4558113881001274,0.1021915867486135,0.4317464870668583,-0.15439769866765,-0.3329730469448251,0.00317103481264299,834.0659340659341,826.8131868131868,839.7069597069598,843.7362637362637,882.4175824175825,-0.006348,0.142822,0.990417,-0.912170,1.323395,2.138367,1,1,1,1,1,5.187500
2017-10-12 14:57:58.435,-0.08689781016143432,1.007769213410476,1.860941746768914,0.3006344492688684,0.1722707694698768,0.9848575259616246,0.7109859445506639,0.3013902767710236,0.9827017471727977,1.267772571344436,0.553331720522354,0.9826265587697215,0.5166649286886309,0.5212030504672277,0.4319226755570982,0.1984494705087471,0.2961688808797031,-0.06386329986075912,-0.2302524997856867,0.05697887563553497,843.3333333333334,852.1978021978023,838.0952380952381,852.1978021978023,872.7472527472528,0.000000,0.145813,0.990356,-0.448608,2.669220,2.183228,1,1,1,1,1,5.187500
2017-10-12 14:57:59.431,0.2326757017600356,1.144385406125771,0.9731504127549092,0.3051513074076551,0.3330792016673248,1.078596992448497,0.3899642320944898,0.3845794498899049,1.028241797657074,1.264876353913328,0.3686658205246765,0.8008724479911322,0.5550044303152518,0.6134450178955405,0.1673241350513104,0.0293348860125624,0.4151255967905081,0.02290643296804153,-0.2439463968888189,-0.05481227112688693,863.4798534798535,847.7655677655678,844.5421245421246,864.6886446886447,866.7032967032967,0.008972,0.143311,0.992615,-0.306549,2.616882,1.981354,1,1,1,1,1,5.187500
2017-10-12 14:57:59.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:58:00.446,0.5150148656699773,0.975521746375751,0.9925417018480701,0.4776289780712686,0.5556842222691097,0.9065196882338634,0.2977397434953202,0.3089033974331523,0.9651793103108922,0.9594394151889953,0.7075334543912153,0.8086963503599197,0.6036906419472751,0.5082507399717768,0.3075683857635151,0.05738818438725332,0.5752895920578571,-0.02484973943394803,-0.2622180528567898,-0.02000565909186568,836.4835164835165,840.9157509157509,840.1098901098901,842.9304029304029,857.032967032967,0.005981,0.146912,0.991455,-0.291595,2.975769,2.407532,1,1,1,1,1,5.187500
2017-10-12 14:58:01.430,0.3326735435912381,0.6560308775859809,1.082771355960353,0.1913854341682978,0.3475447647226064,0.7046104513176457,0.7275858008269827,0.05447767152290966,0.9935915906674836,0.9664767597927316,0.8131324869887342,0.699488862632939,0.3490525740751901,0.4686822613398088,0.2652091563158526,0.04991672533346347,0.6706684152932153,-0.06379361008624071,-0.2393417779807074,0.1051290106102981,844.1391941391942,848.1684981684982,830.4395604395604,856.2271062271062,859.8534798534798,0.014771,0.145996,0.985596,-0.762634,2.489777,2.011261,1,1,1,1,1,5.187500
2017-10-12 14:58:02.442,0.06694461563332788,0.3949939116283058,0.4604498344122323,-0.00216373773976514,0.1237393571014331,0.2067145177269829,0.4043841002267951,0.1185789047579627,0.7421472706956641,0.6283184977487662,0.6923172511740516,0.8900531713038268,0.4818685142717127,0.4531956450262917,0.185607822703523,0.1527690916641508,0.6633528546113859,-0.1043625051238869,-0.1530103894015213,0.0510019434943715,844.9450549450549,858.6446886446887,829.2307692307693,855.0183150183151,875.9706959706959,0.009521,0.145325,0.989868,-0.852356,2.243042,1.831818,1,1,1,1,1,5.156250
2017-10-12 14:58:03.443,0.1479177102231558,0.6299232636101979,0.2173844356264206,0.2309500449907506,-0.02399766093018367,0.5288402009826831,0.08019546744140006,0.06544123531204078,0.6767695307599596,0.6760323036707381,0.6810488899071708,0.6536277957555184,0.5282784645041854,0.2888982892941179,0.2845348934214417,0.1960504040835997,0.4811573837130837,-0.1201616363098198,-0.08480669272684524,0.1280004234994656,812.3076923076924,842.9304029304029,839.3040293040293,846.5567765567765,830.0366300366301,0.011963,0.144775,0.988525,-0.807495,2.168274,1.943970,1,1,1,1,1,5.156250
2017-10-12 14:58:04.430,0.2072402872729083,0.7294416942050478,0.700001447896978,0.2388715588975157,-0.06926712348408416,0.4736558789311259,0.2878302051923625,0.311358769225453,0.7530695559221668,0.706345865456587,0.6290566752307691,0.9355853312778124,0.3576535712697609,0.2119296527206165,0.2807159346995428,0.1372224922588711,0.4354048875199416,-0.2568326159254636,-0.1077887217648757,0.1534481132309704,841.7216117216118,865.0915750915751,853.8095238095239,850.5860805860806,877.985347985348,0.014221,0.142517,0.992188,-0.530853,1.487885,2.063599,1,1,1,1,1,5.156250
2017-10-12 14:58:05.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:58:05.441,1.324331729194987,1.405617629691016,1.073287646686468,1.083381051457894,0.8010451019856838,0.9911326051297905,0.4743234445967482,0.6331301518278382,1.265666219558529,0.9569532986054924,0.8579046627437058,1.239375861146947,0.4389761900813086,0.4616275705259795,0.4233160931118684,0.51781081626019,0.6065229295022336,-0.2453857407053983,-0.1983087887518047,0.04536907835552242,846.1538461538462,855.8241758241759,835.6776556776557,852.1978021978023,898.9377289377289,0.007446,0.143616,0.991699,0.014954,1.824341,2.280426,1,1,1,1,1,5.156250
2017-10-12 14:58:06.440,1.522928231119343,1.36192974850462,1.212430238681626,1.13597625461812,1.312649635093495,0.9726436945453016,0.7942939383018256,0.9471162910823753,1.037446890694544,0.8737476876089075,0.8717143639031318,1.109891151794407,0.573264392438287,0.3401407572415263,0.3940308581764696,0.4147668723348976,0.6467248972759733,-0.1387716390338366,-0.08695531738895855,0.08709853067159262,842.5274725274726,871.1355311355312,852.1978021978023,862.2710622710623,887.6556776556777,-0.004211,0.140808,0.986877,-0.396271,2.751465,2.048645,1,1,1,1,1,5.156250
2017-10-12 14:58:07.434,1.293570712715168,1.172758027039144,1.078066448963215,1.237961640404676,0.995369205751385,0.5869444865003325,0.7348407328152964,0.800136743677559,1.100645216402007,0.8126038963469108,0.6895992393546887,1.120503120166856,0.6041418893337759,0.2550412856790636,0.2952490585338482,0.3637104172320385,0.6490732207652775,-0.1032483142160881,0.02574318343135467,-0.01755703232459876,833.6630036630037,867.9120879120879,848.974358974359,863.4798534798535,907.8021978021978,-0.012390,0.157043,0.993042,0.755157,3.686066,2.429962,1,1,1,1,1,5.156250
2017-10-12 14:58:08.434,1.332093585734268,0.9372911917603522,1.249182133915135,1.804879286092733,0.5362481673210077,0.4821547008946218,0.5069772041847924,0.8276481068778276,0.8998108212738225,0.8129007270168274,0.9049142164443024,0.9815246487487463,0.48546987958388,0.2868211402806178,0.3049058090661224,0.3203384713536481,0.448631673127218,-0.003093894255922716,0.07880334644388155,-0.0361914387720855,810.6959706959707,858.6446886446887,851.3919413919414,848.974358974359,871.941391941392,-0.002930,0.147644,0.994934,0.074768,2.347717,2.048645,1,1,1,1,1,5.156250
2017-10-12 14:58:09.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2017-10-12 14:58:09.448,1.026295963000428,1.025234013513393,1.206652742208887,0.7139960269420677,0.5913519914542655,0.656743856682234,0.8489850201319628,0.6599403628746014,0.9070711295707913,0.5339818339400753,0.8601755985753812,1.013775565407729,0.5073179823975364,0.2514796626016533,0.3278248915787869,0.4025066580266571,0.5743490362226267,-0.03129019559582728,0.04597959128687001,0.1084781672967513,843.7362637362637,843.3333333333334,832.0512820512821,856.2271062271062,804.2490842490843,-0.054321,0.151794,0.992004,-2.325287,8.673096,3.192596,1,1,1,1,1,5.156250
2017-10-12 14:58:10.430,1.076293210147541,1.575653277614326,1.40512847190206,0.4812634086928312,0.7742347962521053,0.9680005812861692,0.7596190133107806,0.5985931226378129,0.6825062096850788,0.7165133907537873,0.6823443954508882,0.8386888806466886,0.6098022298135327,0.3405175090039728,0.3041391964436556,0.3531417469019902,0.5679780573865669,-0.063720314487001,-0.08044317532440742,0.03299596690907436,827.6190476190476,853.4065934065934,844.5421245421246,836.8864468864469,899.3406593406594,-0.084717,0.128967,0.987976,-0.942078,1.398163,1.689758,1,1,1,1,1,5.156250
2017-10-12 14:58:11.431,0.7476905066396451,1.41333669329749,1.427822098593828,0.4418679267895227,0.4681089882788604,0.6600146265423209,1.010083338672195,0.3333187666962744,0.6001561489331941,0.6422638079005651,1.301889790888508,0.8279784635675065,0.5574448352930482,0.3481726910979572,0.3705141389594959,0.1758442145319004,0.4667409823240833,-0.03693649679056429,-0.1539572778256835,-0.118285536622428,803.8461538461539,863.8827838827839,862.6739926739926,848.5714285714286,844.1391941391942,-0.072754,0.136230,0.989136,-0.142059,3.035583,2.295380,1,1,1,1,1,5.156250
2017-10-12 14:58:12.434,0.8593236146324109,0.8303235052373681,1.519525328987897,0.5526260621404618,0.2023545956677995,0.5069289017446829,1.126249378118391,0.1381662480085297,0.7139582983624158,0.6179608443701282,1.325654879787137,0.8282173284420803,0.4939307531167884,0.3565541726675356,0.4433237780190378,0.2863451512138221,0.4538007838220638,-0.2040975792287617,0.06751680417828561,0.2257284176814099,835.6776556776557,858.2417582417582,869.1208791208792,840.1098901098901,877.5824175824176,-0.089661,0.143188,0.987732,-1.211243,0.605621,3.244934,1,1,1,1,1,5.125000
2017-10-12 14:58:13.432,0.7182150528252969,0.6289152314819416,1.098577470971206,0.5844446090445443,0.1596168841725388,0.3914509140907309,0.1655583795123573,0.3594152150198436,0.6680188699046617,0.566193990482724,0.4104888877844453,0.6974481011163763,0.6392448184205441,0.2999655101101197,0.2816326176891454,0.4240228447463457,0.5200202458038956,-0.167949144119707,-0.02393406380335013,0.3619346941314637,820.3663003663004,855.0183150183151,841.7216117216118,849.7802197802198,936.8131868131868,-0.078918,0.136292,0.986267,-0.837402,0.934601,1.712189,1,1,1,1,1,5.125000
2017-10-12 14:58:14.433,0.2191696134356988,0.2296936494829677,0.7878023864490578,0.5595790269707918,0.1088414153825137,0.03203090008937153,0.2693757479380509,0.2288790753482051,0.8946245216703591,0.3214045228007125,0.5708728846311685,0.6760241686067499,0.6281753655382276,0.1660612825815193,0.4293949222358609,0.3165633970977624,0.4299114696999475,-0.2283806736840105,-0.1197543229213554,-0.1633564206059356,809.8901098901099,851.7948717948718,846.959706959707,847.7655677655678,902.967032967033,-0.079163,0.145264,0.985291,-0.112152,2.856140,2.250519,1,1,1,1,1,5.125000
